# Chado database date: 2024-09-30 21:55
gene_systematic_id	gene_name	synonyms	gene_product
SPBC28F2.11	hmo1		upstream binding transcription factor, RNA polymerase I specific, Hmo1
SPBC28F2.12	rpb1		DNA-directed RNA polymerase II complex large subunit Rpb1
SPBC29A10.01	ccr1	SPBC365.17	NADPH-cytochrome p450 reductase
SPBC29A10.02	spo5	mrb1,mug12,SPBC365.18	meiotic RNA-binding protein 1
SPBC29A10.03c	pcf1	rlf2,SPBC365.19c	histone H3-H4 chaperone, CAF assembly factor (CAF-1) complex subunit A Pcf1
SPBC29A10.04	psm1	smc1	mitotic/meiotic cohesin complex ATPase subunit Psm1/Smc1
SPBC29A10.05	exo1	mut2	exonuclease I Exo1
SPBC29A10.06c	ely5		nuclear pore protein Ely5
SPBC29A10.07	pom152		nucleoporin, transmembrane ring glycoprotein subunit Pom152
SPBC29A10.08	gas2		cell wall 1,3-beta-glucanosyltransferase Gas2
SPBC29A10.09c	tri1		triman, ribonuclease involved in priRNA formation Tri1
SPBC29A10.10c	dbl8		ATP-dependent RNA helicase Dbl8
SPBC29A10.11c	muk1	vps902,vps9b	GEF Muk1
SPBC29A10.12	oxs1		oxidative stress transcription coactivator/ribosome recycling protein Oxs1
SPBC29A10.13	atp7		F1-FO ATP synthase peripheral stalk subunit d
SPBC29A10.14	rec8		meiotic cohesin complex kleisin subunit Rec8
SPBC29A10.15	orc1	orp1,cdc30,rid1	origin recognition complex subunit Orc1
SPBC29A10.16c	cyb502		cytochrome b5 Cyb502
SPBC29A10.17	lam1		Ragulator complex subunit, human LAMTOR1 ortholog
SPBC29A3.01	ccc2		Golgi copper transporting ATPase Ccc2
SPBC29A3.02c	his7		phosphoribosyl-AMP cyclohydrolase/phosphoribosyl- ATP pyrophosphohydrolase His7
SPBC29A3.03c	gid2	rmd5	GID complex ubiquitin-protein ligase E3 subunit Gid2/Rmd5
SPBC29A3.04	rpl8		60S ribosomal protein L7a/L8
SPBC29A3.05	vps71	swc6	Swr1 complex histone chaperone module subunit Vps71
SPBC29A3.06	utp18		small subunit processome, CGI-48 family Utp18
SPBC29A3.07c	sap14	SF3b14a	U2 snRNP-associated protein SF3B14 Sap14
SPBC29A3.08	pof4		elongin-A, F-box protein Pof4
SPBC29A3.09c	gcn20		AAA family ATPase Gcn20
SPBC29A3.10c	atp14		F1-FO ATP synthase subunit H /peripheral stalk subunit F6, Atp14
SPBC29A3.11c	ort1		mitochondrial carrier, ornithine Ort1
SPBC29A3.12	rps902	rps9-2,rps9b	40S ribosomal protein S9
SPBC29A3.13	pdp1		PWWP domain protein Pdp1
SPBC29A3.14c	trt1		telomerase reverse transcriptase 1 protein Trt1
SPBC29A3.15c	rsm23		mitochondrial ribosomal protein subunit S29
SPBC29A3.16	rrs1		ribosome biogenesis protein Rrs1
SPBC29A3.17	gef3		RhoGEF for Cdc42/Rho3/Rho4 (Gef3)
SPBC29A3.18	cyt1		cytochrome c1 Cyt1
SPBC29A3.21			Schizosaccharomyces pombe specific protein, GPI anchored
SPBC29B5.01	atf1	mts1,sss1,gad7	DNA-binding transcription factor, Atf-CREB family Atf1
SPBC29B5.02c	isp4		plasma membrane OPT oligopeptide transmembrane transporter family Isp4
SPBC29B5.03c	rpl26		60S ribosomal protein L26
SPBC29B5.04c	app1		phosphatidate phosphatase converting phosphatidate to diacylglycerol, App1
SPBC2A9.02			NADH-dependent glycolaldehyde/furfural/butyraldehyde/propylaldehydealdehyde reductase
SPBC2A9.03			WD40/YVTN repeat-like protein
SPBC2A9.04c	san1		sir antagonist, ubiquitin-protein ligase E3
SPBC2A9.05c	tvp23		Golgi transport protein Tvp23
SPBC2A9.06c	nus1		di-trans,poly-cis-decaprenylcistransferase Nus1
SPBC2A9.07c	hpz1		zf-PARP type zinc finger protein Hpz1, implicated in DNA repair
SPBC2A9.08c	sec22		SNARE Sec22
SPBC2A9.09	plp2		phosducin family protein Plp2
SPBC2A9.10	bmc1	bin3	Bin3 family, RNA methyltransferase Bmc1
SPBC2A9.11c	iss9	SPBC2D10.01c	SAC3/GANP/THP3 family protein, human LENG8 ortholog, implicated in transcription or RNA surveillance
SPBC2A9.12	orc6	SPBC2D10.02	origin recognition complex subunit Orc6
SPBC2A9.13			dubious
SPBC2A9.14			Schizosaccharomyces specific microprotein
SPBC2D10.03c	ess1		DUF866 family protein, human C1orf123 ortholog
SPBC2D10.04	aly2		arrestin-related endocytic ubiquitin ligase substrate adaptor Aly2
SPBC2D10.05	exg3		cell wall glucan 1,3-beta-glucosidase Exg3
SPBC2D10.06	rep1	rec16	MBF transcription factor activator Rep1
SPBC2D10.07c	mmp1	ppp67	mitochondrial inner membrane peptidase complex catalytic subunit
SPBC2D10.08c	yml6		mitochondrial ribosomal protein subunit L4
SPBC2D10.09	snr1		mitochondrial ribosomal protein subunit S47/3-hydroxyisobutyryl-CoA hydrolase Snr1
SPBC2D10.10c	fib1	fib,nop1	fibrillarin, rRNA and histone methyltransferase
SPBC2D10.11c	nap2	nap1.2,nap12	histone H2A-H2B chaperone Nap2
SPBC2D10.12	rhp23		proteasome-associated ubiquitin receptor, S. cerevisiae Rad23 homolog, Rhp23
SPBC2D10.13	est1		telomerase regulator Est1
SPBC2D10.14c	myo51	myo5	myosin type V
SPBC2D10.15c	pth1		mitochondrial peptidyl-tRNA hydrolase Pth1
SPBC2D10.16	mhf1		CENP-S ortholog, FANCM-MHF complex subunit Mhf1
SPBC2D10.17	clr1		SHREC complex intermodule linker subunit Clr1
SPBC2D10.18	coq8	abc1	ABC1 kinase family ubiquinone biosynthesis ATPase Coq8
SPBC2D10.19c	alb1		ribosome biogenesis protein Alb1
SPBC2D10.20	ubc1		ubiquitin conjugating enzyme E2 Ubc1
SPBC2F12.02c	mrpl7		mitochondrial ribosomal protein subunit L5
SPBC2F12.03c	esl1	ebs1	EST1 family protein, implicated in NMD
SPBC2F12.04	rpl1701	rpl17,rpl17-1	60S ribosomal protein L17
SPBC2F12.05c	osh2		sterol transfer protein Osh2
SPBC2F12.07c	rpl802	rpl8-2,rpk37,rpk5b	60S ribosomal protein L8/L2
SPBC2F12.08c	ceg1	pce1	mRNA guanylyltransferase Ceg1
SPBC2F12.09c	atf21		DNA-binding transcription factor, Atf-CREB family Atf21
SPBC2F12.10	mrpl35		mitochondrial ribosomal protein subunit L38
SPBC2F12.11c	rep2		MBF transcription factor activator Rep2
SPBC2F12.12c	cay1		cactin, spliceosome complex subunit
SPBC2F12.13	klp5	sot1	kinesin-8 family plus-end directed microtubule motor Klp5
SPBC2F12.14c	gua1	cin1	IMP dehydrogenase Gua1
SPBC2F12.15c	pfa3		palmitoyltransferase Pfa3
SPBC2F12.17	cox7		cytochrome c oxidase subunit VII Cox7
SPBC2G2.01c	liz1	SPBC4B4.13c	plasma membrane pantothenate transmembrane transporter Liz1
SPBC2G2.02	syj1		inositol-polyphosphate 5-phosphatase, synaptojanin homolog 1
SPBC2G2.03c	sbh1		translocon beta subunit, GEF Sbh1
SPBC2G2.04c	mmf1	pmf1	mitochondrial matrix protein, YjgF family protein Mmf1, reactive intermediate imine deaminase A homolog Mmf1
SPBC2G2.05	rpl1603	rpl16c	60S ribosomal protein L13/L16
SPBC2G2.06c	apl1		AP-2 adaptor complex beta subunit Apl1
SPBC2G2.07c	mug178		mitochondrial ribosomal protein subunit L51-b
SPBC2G2.08	ade9	min6	C-1-tetrahydrofolatesynthase/methylenetetrahydrof olatedehydrogenase/methylenetetrahydrofolatecyclohydrolase/ formyltetrahydrofolatesynthetase Ade9
SPBC2G2.09c	crs1	mug17	meiosis specific cyclin Crs1
SPBC2G2.10c	mug110		Schizosaccharomyces specific protein Mug110
SPBC2G2.11	myr1		N-myristoyltransferase Myr1
SPBC2G2.12	hrs1		mitochondrial and cytoplasmic histidine-tRNA ligase Hrs1
SPBC2G2.13c	dcd1		deoxycytidylate deaminase
SPBC2G2.14	csi1		mitotic centromere-SPB clustering protein Csi1
SPBC2G2.15c	mrm2		mitochondrial 2' O-ribose methyltransferase Mrm2
SPBC2G2.16	mpi1		mannose-6-phosphate isomerase Mpi1
SPBC2G2.17c	psu2		cell wall beta-glucosidase Psu2
SPBC2G5.01			ER membrane chaperone for multipass membrane proteins, PAT complex subunit, and TMCO1 translocon subunit (human CCDC47 ortholog)
SPBC2G5.02c	ckb2		CK2 regulatory subunit beta isoform 2, Ckb2
SPBC2G5.03	ctu1		cytosolic thiouridylase subunit Ctu1
SPBC2G5.04c	erv41		COPII-coated vesicle component Erv41
SPBC2G5.05	tkt1		transketolase Tkt1
SPBC2G5.06c	hmt2	cad1	sulfide-quinone oxidoreductase
SPBC2G5.07c	rpc25		DNA-directed RNA polymerase III complex subunit Rpc25
SPBC30B4.01c	wsc1	SPBC3D6.14c	plasma membrane-associated serine-rich cell wall sensor Wsc1
SPBC30B4.02c	sqs1		R3H and G-patch domain protein Sqs1
SPBC30B4.03c	ldb1	adn1	LIM domain binding protein, transcription coregulator
SPBC30B4.04c	sol1		SWI/SNF complex subunit Sol1
SPBC30B4.05	kap109		karyopherin/importin beta family nuclear export signal receptor Kap109
SPBC30B4.06c	ips1		mitochondrial GIDA family tRNA uridine 5-carboxymethylaminomethyl modification enzyme Ips1
SPBC30B4.07c	tfb4		transcription factor TFIIH complex subunit Tfb4
SPBC30B4.08	eri1		double-strand siRNA ribonuclease Eri1
SPBC30B4.09		smp3	Schizosaccharomyces specific microprotein Smp3
SPBC30D10.02	ncb2		negative cofactor 2 complex subunit Ncb2
SPBC30D10.03c	isn1		IMP 5'-nucleotidase Isn1
SPBC30D10.04	swi3		replication fork protection complex subunit Swi3
SPBC30D10.05c			sepiapterin reductase
SPBC30D10.06	lsm4		Lsm2-8 complex subunit Lsm4
SPBC30D10.07c	bpl1		biotin-protein ligase Bpl1
SPBC30D10.08	mgm101		mitochondrial DNA repair protein
SPBC30D10.09c	hva22	rop1	ER membrane organization protein, HVA22/TB2/DP1 family protein
SPBC30D10.10c	tor1		TORC2 serine/threonine protein kinase Tor1
SPBC30D10.11	gpi1		phosphatidylinositol N-acetylglucosaminyltransferase subunit pig-Q, Gpi1
SPBC30D10.12c	rsm27		mitochondrial ribosomal protein subunit S33
SPBC30D10.13c	pdb1	agg1	pyruvate dehydrogenase e1 component beta subunit Pdb1
SPBC30D10.14			dienelactone hydrolase family
SPBC30D10.15	naf1		snoRNP assembly factor Naf1
SPBC30D10.16	pha2		phrenate dehydratase
SPBC30D10.17c	smi1		beta-glucan synthase adaptor protein Smi1
SPBC30D10.18c	rpl102	rpl1-2,rpl10a-2	60S ribosomal protein L10a
SPBC30D10.21	mzm1	new18	mitochondrial respiratory chain complex III assembly protein, LYR family Mzm1
SPBC317.01	mbx2	pvg4	DNA-binding transcription factor, MADS-box Pvg4
SPBC31A8.01c	rtn1	cwl1,SPBC651.13c	reticulon Rtn1
SPBC31E1.01c	atg2	mug36,SPBC660.18c	autophagy associated intermembrane lipid transfer protein Atg2
SPBC31E1.02c	pmr1	cps5	plasma membrane P-type ATPase, calcium transporting Pmr1
SPBC31E1.03	hub1	ubl4	ubiquitin-like protein modifier Hub1
SPBC31E1.04	pep12		SNARE Pep12
SPBC31E1.05	gle1		RNA export factor, cytoplasmic nucleoporin Gle1
SPBC31E1.06	bms1	SPBC800.01	GTP binding protein Bms1
SPBC31F10.02	the13		acyl-coenzyme A thioesterase The13
SPBC31F10.03	ggg1		glutathione-specific gamma-glutamylcyclotransferase Ggg1
SPBC31F10.04c	srb4	med17	mediator complex subunit Med17
SPBC31F10.05	mug37		conserved fungal protein, OB fold, predicted role in DNA metabolism
SPBC31F10.06c	sar1	psr1	ADP-ribosylation factor Sar1
SPBC31F10.07	lsb5		actin cortical patch component Lsb5
SPBC31F10.08	mde2		meiotic double-strand break formation protrin Mde2
SPBC31F10.09c	med10	nut2	mediator complex subunit Med10
SPBC31F10.10c	mub1		armadillo-type fold protein, zf-MYND type zinc finger protein, Mub1-Rad6-Ubr2 ubiquitin ligase complex Mub1
SPBC31F10.11c	cwf4	syf3	Prp19 complex subunit Cwf4
SPBC31F10.12	tma20		RNA-binding protein Tma20
SPBC31F10.13c	hip1	hir1	histone H3.3-H4 chaperone, HIR complex WD repeat subunit, hira family Hip1
SPBC31F10.14c	hip3	hir3	histone H3.3-H4 chaperone, HIR complex subunit Hip3
SPBC31F10.15c	atp15		F1-FO ATP synthase epsilon subunit
SPBC31F10.16	bch1	ttc17,cfp1,bch2	exomer complex ChAPs family (Chs5p-Arf1p-binding) protein Bch1
SPBC31F10.17c			Schizosaccharomyces pombe specific protein
SPBC32C12.02	ste11	aff1,stex	DNA-binding transcription factor Ste11
SPBC32C12.03c	ppk25	kin2	serine/threonine protein kinase Ppk25
SPBC32F12.01c	css1	SPBC685.10c	plasma membrane inositol phosphosphingolipid phospholipase C, Css1
SPBC32F12.02	rec14	ski8	Ski complex WD repeat subunit Ski8
SPBC32F12.03c	gpx1		H2O2 scavenger glutathione peroxidase Gpx1
SPBC32F12.04	gtb1	tug1	gamma-tubulin Gtb1
SPBC32F12.05c	cwf12		Prp19 complex subunit Cwf12
SPBC32F12.06	pch1		P-TEFB associated cyclin, cyclin T Pch1
SPBC32F12.07c			membrane associated ubiquitin-protein ligase E3, MARCH family
SPBC32F12.08c	duo1		DASH complex subunit Duo1
SPBC32F12.09	rum1		CDK inhibitor Rum1
SPBC32F12.10	pgm1		phosphoglucomutase Pgm1
SPBC32F12.11	tdh1	gpd1	glyceraldehyde-3-phosphate dehydrogenase Tdh1
SPBC32F12.12c			Golgi membrane protein involved in vesicle-mediated transport
SPBC32F12.15	tfb5		transcription factor TFIIH complex subunit Tfb5
SPBC32F12.16	gem7	new17	SMN complex subunit Gem7
SPBC32H8.01c		SPBP22H7.10c	endocytic trafficking protein
SPBC32H8.02c	nep2	mug120	NEDD8 protease Nep2
SPBC32H8.03	bem46		palmitoyl-(protein) hydrolase
SPBC32H8.04c	utp24	fcf1	18S rRNA endonuclease Utp24
SPBC32H8.05	llp1		ribosome biogenesis protein Llp1
SPBC32H8.06	mug93		Paqosome core subunit, TPR repeat protein, human RPAP3 ortholog
SPBC32H8.07	git5	gpb1	heterotrimeric G protein beta (WD repeat) subunit Git5
SPBC32H8.08c	omh5		alpha-1,2-mannosyltransferase Omh5
SPBC32H8.09	wdr8		mitosis-specific spindle pole body WD repeat protein Wdr8
SPBC32H8.10	cdk9		P-TEFb-associated cyclin-dependent protein kinase Cdk9
SPBC32H8.11	mei4	dot4	DNA-binding forkhead transcription factor, meiotic Mei4
SPBC32H8.12c	act1	cps8	actin Act1
SPBC32H8.13c	mok12		spore wall alpha-1,3-glucan synthase Mok12
SPBC32H8.15			dubious
SPBC336.01	fbh1	fdh1,fdh	DNA helicase I, ubiquitin ligase F-box adaptor Fbh1
SPBC336.02	cdh1		18S rRNA dimethylase Cdh1
SPBC336.03	efc25		Ras1 GEF Efc25
SPBC336.04	cdc6	pol3,pold,mis10	DNA polymerase delta catalytic subunit Cdc6
SPBC336.05c	hen1		small RNA 2'-O-methyltransferase Hen1
SPBC336.06c	rnh1		ribonuclease H Rnh1
SPBC336.07	sfc3		transcription factor TFIIIC complex B box binding subunit Sfc3
SPBC336.08	spc24		Ndc80 complex subunit Spc24
SPBC336.09c	rrn7		RNA polymerase I general transcription initiation factor subunit Rrn7
SPBC336.10c	tif512		translation elongation and termination factor eIF5A
SPBC336.11	vps52		GARP complex subunit Vps52
SPBC336.12c	cdc10		DNA-binding transcription factor, MBF transcription factor complex subunit Cdc10
SPBC336.13c	mmp2	ppp68	mitochondrial inner membrane peptidase complex catalytic subunit 2
SPBC336.14c	ppk26		PAN complex protein phosphotransferase subunit Ppk26
SPBC336.15	pic1	SPBC685.01	chromosome passenger complex subunit, INCENP ortholog Pic1
SPBC336.16			dubious
SPBC337.02c			DUF1773 family protein
SPBC337.03	rhn1	iss4	RNA polymerase II 3' end processing-associated factor
SPBC337.04	ppk27		calcium/calmodulin-dependent protein kinase Ppk27
SPBC337.05c	cct8		chaperonin-containing T-complex theta subunit Cct8
SPBC337.06c	cwf15		Prp19 complex subunit Cwf15
SPBC337.07c	ecm14	ppp28	pseudopeptidase Ecm14
SPBC337.08c	ubi4		protein modifier, ubiquitin
SPBC337.09	erg28		ER membrane adaptor Erg28 protein
SPBC337.10c	dre2		CIA machinery anamorsin Dre2
SPBC337.11			CH-OH group oxidoreductase
SPBC337.12	red5		MTREC (exosome adaptor) complex zf-CCCH type zinc finger subunit Red5
SPBC337.13c	gtr1		RagA/B GTPase Gtr1
SPBC337.14	rpb4		DNA-directed RNA polymerase II complex subunit Rpb4
SPBC337.15c	coq7		3-demethoxyubiquinol 3-hydroxylase Coq7
SPBC337.16	cho1		phosphatidyl-N-dimethylethanolamine N-methyltransferase
SPBC342.01c	alg6	SPBC3F6.06c	dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase Alg6
SPBC342.02	qrs1		cytoplasmic glutaminyl-tRNA ligase Qrs1
SPBC342.03	gas4		spore wall 1,3-beta-glucanosyltransferase Gas4
SPBC342.04	rpn1301	rpn13,rpn13a	19S proteasome regulatory subunit Rpn13a
SPBC342.05	crb2	rhp9	BRCT and tudor domain DNA checkpoint protein Crb2
SPBC342.06c	rtt109	kat11	histone lysine acetyltransferase Rtt109
SPBC354.01	gtp1	SPBC649.06	cytoplasmic translation associated GTP binding protein Gtp1
SPBC354.02c	sec61		translocon alpha subunit Sec61
SPBC354.03	swd3		Set1C complex WD repeat subunit Swd3
SPBC354.04			Schizosaccharomyces specific protein
SPBC354.05c	sre2		DNA-binding transcription factor, membrane-tethered Sre2
SPBC354.06	mrps16		mitochondrial ribosomal protein subunit S16
SPBC354.07c	osh42		sterol transfer protein Osh42
SPBC354.08c	rsn1		plasma membrane calcium ion transmembrane transporter
SPBC354.09c	tre1	ppp59	Transferrin receptor-like protease Tre1
SPBC354.10	def1		RNAPII degradation factor Def1
SPBC354.12	gpd3		glyceraldehyde 3-phosphate dehydrogenase Gpd3
SPBC354.13	rga6		RhoGAP for Cdc42, Rga6
SPBC354.14c	vac8		vacuolar protein-membrane adaptor Vac8
SPBC354.15	fap1		L-pipecolate oxidase
SPBC359.01		SPBPB10D8.08	plasma membrane amino acid transmembrane transporter
SPBC359.02	alr2		alanine racemase Alr2
SPBC359.03c	aat1		plasma membrane amino acid transmembrane transporter Aat1
SPBC359.04c	pfl7		cell surface glycoprotein, flocculin Pfl7, DIPSY family
SPBC359.05	abc3		vacuolar heme ABC transmembrane exporter Abc3
SPBC359.06	mug14		adducin, involved in actin cytoskeleton organization
SPBC36.01c			spermidine family transmembrane transporter
SPBC36.02c			spermidine family transmembrane transporter
SPBC36.03c	mfs3		plasma membrane spermidine transmembrane transporter Mfs3
SPBC36.04	cys11	cys1a	cysteine synthase
SPBC36.05c	clr6		histone deacetylase (class I) H3-K9 specific complex subunit Clr6
SPBC36.06c	spo9	erg20	ER farnesyl pyrophosphate synthetase Erg20
SPBC36.07	elp1	iki3	elongator complex WD repeat protein Elp1
SPBC36.08c	cog2		Golgi transport complex subunit Cog2
SPBC36.09	sap61		U2 snRNP-associated protein sap61
SPBC36.10	ups2		phosphatidic acid transfer protein Ups2
SPBC36.11			Schizosaccharomyces specific protein, predicted plasma membrane receptor
SPBC36.12c	git7		SGT1-like protein Git7
SPBC365.01	csr103		sec14 cytosolic factor family, phospholipid-intermembrane transfer protein Csr103
SPBC365.02c	cox10		protoheme IX farnesyltransferase
SPBC365.03c	rpl2101	rpl21,rpl21-1	60S ribosomal protein L21
SPBC365.04c			RNA-binding protein, involved in ribosome biogenesis
SPBC365.05c	slu7		splicing factor Slu7
SPBC365.06	pmt3	ubl2,smt3	ubiquitin-like protein modifier SUMO
SPBC365.07c	tmf1		Golgi coiled-coil protein Tmf1
SPBC365.08c	der1	dfm1	Hrd1 ubiquitin ligase complex (derlin) Der1/Dfm1
SPBC365.09c	kin17		human KIN ortholog, implicated in DNA metabolism and RNA processing
SPBC365.10	arp5		Ino80 complex actin-like protein Arp5
SPBC365.11	grp2		Golgi GRIP domain protein Grp2
SPBC365.12c	ish1		nuclear envelope Ish domain protein Ish1
SPBC365.13c	hba1	caf1	RanGAP Hba1
SPBC365.14c	uge1		UDP-glucose 4-epimerase Uge1
SPBC365.15	alp4		gamma tubulin complex GCP2 subunit Alp4
SPBC365.16			mitochondrial membrane protein, conserved in yeast and apicomplexa
SPBC365.20c	pnc1	SPBC557.06c	nicotinamidase Pnc1
SPBC36B7.02	svf2		ER to Golgi ceramide transport protein, lipocalin superfamily Svf2
SPBC36B7.03	sec63		ER protein translocation subcomplex subunit Sec63
SPBC36B7.04	dus1		tRNA/mRNA dihydrouridine synthase Dus1
SPBC36B7.05c	pib1		endosomal and vacuolar ubiquitin-protein ligase E3/phosphatidylinositol(3)-phosphate binding protein Pib1
SPBC36B7.06c	mug20		linear element protein Mug20
SPBC36B7.07	tlg1		SNARE Tlg1
SPBC36B7.08c	ccp1		CENP-A histone disassembly chaperone Ccp1
SPBC36B7.09	gcn2	ppk28,SPBP18G5.01	eIF2 alpha kinase Gcn2
SPBC3B8.01c	arh1		mitochondrial [2Fe-2S] cluster assembly NADPH-ferredoxin reductase Arh1
SPBC3B8.02	php5		CCAAT-binding factor complex histone fold subunit Php5
SPBC3B8.03	lys9		saccharopine dehydrogenase
SPBC3B8.04c	plt1		plasma membrane phosphate (Pi) transmembrane transporter Plt1
SPBC3B8.05	dph1		diphthamide biosynthesis protein Dph1
SPBC3B8.06			DUF2427 family conserved fungal protein
SPBC3B8.07c	dsd1		dihydroceramide delta-4 desaturase
SPBC3B8.08			Sjogren's syndrome/scleroderma autoantigen 1 family, implicated in mitotic cell cycle process
SPBC3B8.09	utp3		U3 snoRNP-associated protein Utp3
SPBC3B8.10	ina17		mitochondrial F1-FO ATP synthase peripheral stalk assembly factor Ina17
SPBC3B8.10c	nem1		serine/threonine protein phosphatase (Nem1-Spo7 complex) catalytic subunit Nem1
SPBC3B8.11	rrn6		RNA polymerase I general transcription initiation factor subunit Rrn6
SPBC3B9.01	fes1		Hsp70 nucleotide exchange factor Fes1
SPBC3B9.02c	cwf28		splicing factor Cwf28
SPBC3B9.03	srp101		signal recognition particle receptor alpha subunit Srp101
SPBC3B9.04	oms1		mitochondrial methyltransferase Oms1
SPBC3B9.05	hot15		helper of TIM Hot15
SPBC3B9.06c	atg3	apg3	autophagy associated protein Atg3
SPBC3B9.07c	rpa43	rpa21	DNA-directed RNA polymerase I complex subunit Rpa43
SPBC3B9.08c	mnh1	magoh,mago	exon junction complex subunit, Mago-nashi homolog Mnh1
SPBC3B9.09	vps36		ESCRT II complex subunit Vps36
SPBC3B9.10	vti1		SNARE Vti1
SPBC3B9.11c	ctf1		mRNA cleavage and polyadenylation specificity factor complex RNA-binding subunit Ctf1
SPBC3B9.12	trs23		TRAPP I, II, and III complex subunit Trs23
SPBC3B9.13c	rpp102	rpa103,rpp1-2,rpa3	ribosomal protein P1 Rpp102
SPBC3B9.14c	mrpl3		mitochondrial ribosomal protein subunit L44
SPBC3B9.15c	scp1	scap	Sre1 cleavage activating protein, Scap Scp1
SPBC3B9.16c	nup120		nucleoporin, WD repeat Nup120
SPBC3B9.17	isa2		mitochondrial [4Fe-4S] cluster assembly and transfer protein Isa2
SPBC3B9.18c	vma7		V-type ATPase V1 subunit F
SPBC3B9.19	mge1		mitochondrial [2Fe-2S] cluster assembly and protein import chaperone Mge1
SPBC3B9.21	dcp1		mRNA decapping complex regulatory subunit Dcp1
SPBC3B9.22c	dad4		DASH complex subunit Dad4
SPBC3D6.02	but2		But2 family protein But2, similar to cell surface molecules
SPBC3D6.03c	trz2	sptrz2,3'-tRNase	mitochondrial 3'-tRNA processing endonuclease tRNAse Z, Trz2
SPBC3D6.04c	mad1		mitotic spindle checkpoint protein Mad1
SPBC3D6.05	ptp4		phosphatidate cytidylyltransferase Ptp4/Dgk1
SPBC3D6.06c	prs5		ribose-phosphate pyrophosphokinase Prs5
SPBC3D6.07	gpi3		pig-A, phosphatidylinositol N-acetylglucosaminyltransferase subunit Gpi3
